category,images,Original_model_42_ideal,fognight_model_42_ideal,fogsnow_model_42_ideal,fograin_model_42_ideal,rainnight_model_42_ideal,snownight_model_42_ideal
Dangerous warning,2228,93.17851436265707,42.99840215439856,31.776557450628363,40.66506732495511,66.29420107719928,30.519928186714544
Regularoty,7545,95.04300331345262,40.19907223326706,33.267487077534796,44.47956925115972,62.57206891981444,26.638944996686547
