category,sub-category,images,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42
Dangerous warning,Dangerous warning,2228,93.17851436265707,42.99840215439856,31.776557450628363,40.66506732495511,66.29420107719928,30.519928186714544
Regularoty,Priority ,1041,97.5974831892411,58.11922190201728,51.395216138328536,61.38147934678193,74.44890489913544,39.09399615754082
Regularoty,Prohibitory,3957,95.60300480161739,37.578840030326,27.672501895375284,38.33748799595655,61.84044730856708,24.916906747536007
Regularoty,Mandatory,1203,95.42821280133,39.15305070656691,35.16305070656692,48.04621778886118,63.84116375727348,27.680615128844554
Regularoty,Special regulations,1344,91.07087053571428,34.96971726190476,34.00262648809524,46.27915922619047,54.39090773809524,21.129471726190477
