images,Original_model_42_ideal,fognight_model_42_ideal,fogsnow_model_42_ideal,fograin_model_42_ideal,rainnight_model_42_ideal,snownight_model_42_ideal
9773,94.61794638289163,40.83724956512841,32.927592346260106,43.6099580476824,63.42062212217332,27.523712268494833
