images,Original_model_52_baseline,Original_model_49_baseline,Original_model_42_baseline,fog_model_52_baseline,fog_model_49_baseline,fog_model_42_baseline,night_model_52_baseline,night_model_49_baseline,night_model_42_baseline,rain_model_52_baseline,rain_model_49_baseline,rain_model_42_baseline,snow_model_52_baseline,snow_model_49_baseline,snow_model_42_baseline,day_model_52_baseline,day_model_49_baseline,day_model_42_baseline
9773,88.32513967052083,90.27939527269005,89.90056277499232,45.6049913025683,35.05584569732937,44.530316177222964,71.41052696203828,78.56317507418396,75.76002455745422,77.72476823902589,81.93075104880795,82.14485316688837,59.36730174971861,72.13728026194617,63.10221528701525,88.37673488181724,90.07461270848255,89.91140284457177
