category,images,Original_model_52_baseline,Original_model_49_baseline,Original_model_42_baseline,fog_model_52_baseline,fog_model_49_baseline,fog_model_42_baseline,night_model_52_baseline,night_model_49_baseline,night_model_42_baseline,rain_model_52_baseline,rain_model_49_baseline,rain_model_42_baseline,snow_model_52_baseline,snow_model_49_baseline,snow_model_42_baseline,day_model_52_baseline,day_model_49_baseline,day_model_42_baseline
Dangerous warning,2228,87.2528052064632,88.01645870736084,88.10537701974864,48.78713195691203,35.81668761220825,49.19250897666068,81.64249102333932,84.2007091561939,80.3412791741472,78.81622531418311,81.50882405745062,81.95764362657091,61.67008976660683,70.69190305206463,63.28534111310592,86.40171454219029,87.47694793536803,88.15183123877918
Regularoty,7545,88.6417945659377,90.94762889330681,90.43067196819086,44.66532140490391,34.83117296222664,43.15359443339961,68.38908018555337,76.89844002650761,74.40720344599072,77.40246653412856,82.0553439363817,82.20013518886681,58.687300198807144,72.5640927766733,63.04813916500994,88.95994831013915,90.84168986083499,90.43099536116634
