class,filters,error
35,day,97.14
15,day,89.87
40,day,100.0
16,day,93.04
32,day,96.91
78,day,92.89
27,day,0.0
37,day,92.09
63,day,88.0
76,day,88.89
90,day,97.9
52,day,95.25
19,day,81.13
26,day,90.91
74,day,97.09
46,day,94.9
30,day,98.14
7,day,62.5
21,day,84.95
79,day,91.26
51,day,84.77
31,day,91.11
66,day,75.38
56,day,66.67
49,day,92.86
45,day,98.11
20,day,95.24
29,day,49.12
42,day,92.31
97,day,95.24
55,day,83.98
28,day,95.31
83,day,98.72
53,day,90.34
82,day,85.71
33,day,83.33
61,day,89.29
23,day,91.69
67,day,99.44
86,day,87.64
4,day,66.67
50,day,91.79
0,day,91.87
36,day,99.35
75,day,90.2
87,day,66.46
60,day,88.89
57,day,82.14
1,day,90.91
72,day,94.19
48,day,95.99
77,day,81.88
70,day,100.0
73,day,93.88
41,day,91.75
58,day,91.67
34,day,95.24
24,day,50.0
12,day,93.88
81,day,83.33
43,day,92.59
102,day,96.0
6,day,90.0
2,day,85.19
91,day,86.44
92,day,41.67
17,day,82.69
89,day,25.0
93,day,39.66
3,day,57.14
22,day,81.54
39,day,78.79
62,day,87.88
69,day,63.64
25,day,80.95
68,day,94.44
64,day,45.45
71,day,87.5
11,day,93.33
84,day,0.0
59,day,100.0
47,day,81.48
85,day,11.11
38,day,100.0
100,day,0.0
99,day,89.47
88,day,46.43
54,day,50.0
18,day,60.0
65,day,77.78
9,day,66.67
96,day,14.29
98,day,100.0
13,day,50.0
10,day,76.92
44,day,85.71
5,day,85.71
14,day,33.33
95,day,0.0
94,day,0.0
101,day,80.0
80,day,100.0
8,day,33.33
