class,filters,error
77,Original,87.68
84,Original,0.0
87,Original,96.84
0,Original,98.37
23,Original,96.62
45,Original,99.62
39,Original,90.91
67,Original,99.44
32,Original,98.03
72,Original,97.67
83,Original,98.72
28,Original,98.44
15,Original,93.04
52,Original,94.83
57,Original,92.35
63,Original,95.56
42,Original,92.31
51,Original,96.3
16,Original,92.31
66,Original,87.69
37,Original,96.4
17,Original,82.69
90,Original,98.06
97,Original,79.37
6,Original,91.67
79,Original,94.17
74,Original,96.6
58,Original,58.33
30,Original,97.45
55,Original,93.51
43,Original,98.15
53,Original,86.55
48,Original,92.9
19,Original,90.57
20,Original,96.97
86,Original,94.38
49,Original,87.5
50,Original,94.44
65,Original,88.89
68,Original,94.44
29,Original,77.19
61,Original,96.43
11,Original,88.89
41,Original,92.78
2,Original,90.74
78,Original,97.97
3,Original,80.95
33,Original,83.33
31,Original,95.0
1,Original,88.64
21,Original,91.4
70,Original,100.0
46,Original,97.65
22,Original,84.62
75,Original,92.16
25,Original,95.24
54,Original,50.0
62,Original,78.79
35,Original,94.29
64,Original,63.64
34,Original,100.0
26,Original,95.45
76,Original,83.33
36,Original,99.35
93,Original,75.86
88,Original,64.29
71,Original,100.0
91,Original,88.14
44,Original,71.43
60,Original,92.06
24,Original,70.0
40,Original,80.85
56,Original,70.83
81,Original,88.89
12,Original,88.78
4,Original,55.56
7,Original,92.5
92,Original,16.67
102,Original,96.0
73,Original,95.92
59,Original,100.0
13,Original,75.0
10,Original,84.62
27,Original,17.65
99,Original,84.21
96,Original,42.86
95,Original,0.0
18,Original,100.0
47,Original,85.19
94,Original,33.33
85,Original,22.22
5,Original,57.14
89,Original,50.0
101,Original,100.0
69,Original,72.73
98,Original,100.0
82,Original,100.0
38,Original,100.0
8,Original,33.33
100,Original,66.67
14,Original,66.67
80,Original,100.0
9,Original,33.33
