category,images,Original_model_42_noiselevelrain,rain1_model_42_noiselevelrain,rain2_model_42_noiselevelrain,rain3_model_42_noiselevelrain,rain4_model_42_noiselevelrain,rain5_model_42_noiselevelrain,rain6_model_42_noiselevelrain,rain7_model_42_noiselevelrain,rain8_model_42_noiselevelrain,rain9_model_42_noiselevelrain,rain10_model_42_noiselevelrain
Dangerous warning,2228,91.8779712746858,91.11469030520645,91.02545780969479,91.11408886894077,91.15936714542191,90.84421903052065,90.57576301615799,90.08232495511669,90.03507630161582,89.5407540394973,89.58628815080789
Regularoty,7545,93.92932273028495,93.75797349237905,93.51835917826375,93.59851292246522,93.35988204108678,93.09474221338633,93.0149609012591,92.89669715043073,92.49807157057653,92.39291716368456,92.20615639496354
