category,images,Original_model_42_ideallevelrain,rain1_model_42_ideallevelrain,rain2_model_42_ideallevelrain,rain3_model_42_ideallevelrain,rain4_model_42_ideallevelrain,rain5_model_42_ideallevelrain,rain6_model_42_ideallevelrain,rain7_model_42_ideallevelrain,rain8_model_42_ideallevelrain,rain9_model_42_ideallevelrain,rain10_model_42_ideallevelrain
Dangerous warning,2228,92.95334829443446,92.81994165170556,93.17748653500898,91.83323608617594,91.96677289048475,91.83148114901257,91.74188061041295,90.66417414721725,90.61963644524236,90.1697935368043,90.5297710951526
Regularoty,7545,94.8297773359841,94.53902186878729,94.58002120609676,94.0359549370444,93.73104307488401,93.47925248508948,93.53157720344598,93.05447978793904,92.51189529489727,92.26027965540092,91.94148575215374
