images,Original_model_42_ideallevelrain,rain1_model_42_ideallevelrain,rain2_model_42_ideallevelrain,rain3_model_42_ideallevelrain,rain4_model_42_ideallevelrain,rain5_model_42_ideallevelrain,rain6_model_42_ideallevelrain,rain7_model_42_ideallevelrain,rain8_model_42_ideallevelrain,rain9_model_42_ideallevelrain,rain10_model_42_ideallevelrain
9773,94.4019983628364,94.14711449913027,94.2602783178144,93.53379003376651,93.32883352092499,93.10360175995088,93.12357106313311,92.50954978000617,92.08050752072033,91.783701012995,91.61965005627751
