filter,baseline_52,baseline_49,baseline_42,homo_52,homo_49,homo_42,noise_52,noise_49,noise_42,norm_52,norm_49,norm_42
Original,88.4569968279955,89.61421671953342,89.88066816739999,91.92604420341758,90.9750404174767,92.00939834237184,90.2076097411235,92.63253965005627,88.43711347590302,94.2907571881715,93.88033459531361,95.07930829837305
fog,40.16190013301954,39.10804256625396,43.38492376956921,36.27347385654353,44.274525734165564,42.42306865854907,75.73957126777857,78.44081960503426,73.73342781131689,52.02069784099048,54.456490330502405,52.12322009618337
night,74.81878542924383,79.33080630307991,78.6857781643303,83.02513660083905,80.59967359050445,78.22640437941267,85.6854179883352,89.18469252020874,80.99841195129439,91.2520300828814,91.47587741737439,91.62982707459328
rain,79.55560012278727,81.75509874143047,80.48636652000408,88.97004502199938,88.69252634810194,88.05936559909956,83.67962856850507,87.00521641256525,81.35709812749411,88.01759336948737,87.63944745728027,88.72362529417785
snow,63.39898495855929,65.45601964596337,63.02053924076536,81.25374501176714,79.60818479484293,77.8879197789829,63.951726184385564,68.59722296121967,59.13157270029673,70.38789419830145,66.15250486032947,70.33692929499642
day,88.44764248439577,89.51183771615675,89.90091681162386,91.20002353422694,90.41307889082162,90.7807019338995,90.04446843343906,92.51953954773356,88.13026603908727,94.26981479586615,93.81839762611276,95.01745318735291
