category,images,Original_model_42_ideallevelrain,rain1_model_42_ideallevelrain,rain2_model_42_ideallevelrain,rain3_model_42_ideallevelrain,rain4_model_42_ideallevelrain,rain5_model_42_ideallevelrain,rain6_model_42_ideallevelrain,rain7_model_42_ideallevelrain,rain8_model_42_ideallevelrain,rain9_model_42_ideallevelrain,rain10_model_42_ideallevelrain
Dangerous warning,2228,93.76170107719928,92.90802513464989,92.64052064631954,92.41565978456015,92.23557450628363,92.10009425493716,91.51702423698383,91.33872980251347,90.79835278276481,90.39475763016156,89.99052962298025
Regularoty,7545,94.61845725646121,94.40628893306828,94.1145858184228,93.82353611663353,93.42592047713718,92.97462823061629,92.67000795228627,92.3667183565275,91.76868919814446,91.91626772697153,91.06749370444001
