images,Original_model_42_ideallevelrain,rain1_model_42_ideallevelrain,rain2_model_42_ideallevelrain,rain3_model_42_ideallevelrain,rain4_model_42_ideallevelrain,rain5_model_42_ideallevelrain,rain6_model_42_ideallevelrain,rain7_model_42_ideallevelrain,rain8_model_42_ideallevelrain,rain9_model_42_ideallevelrain,rain10_model_42_ideallevelrain
9773,94.42313823800264,94.06472219379926,93.77853576179268,93.50257546301033,93.15455131484701,92.77525631842832,92.40715645144785,92.13236263174052,91.54747672157987,91.56940141205362,90.82197278215489
