class,Original_model_42,rain1_model_42,rain2_model_42,rain3_model_42,rain4_model_42,rain5_model_42,rain6_model_42,rain7_model_42,rain8_model_42,rain9_model_42,rain10_model_42,images
0,96.75,95.93,95.93,95.93,95.93,95.93,95.93,96.75,94.31,95.12,95.12,123
1,93.18,93.18,93.18,90.91,93.18,93.18,88.64,88.64,84.09,88.64,90.91,44
2,90.74,87.04,88.89,88.89,88.89,87.04,88.89,92.59,87.04,88.89,85.19,54
3,76.19,66.67,76.19,66.67,66.67,71.43,66.67,71.43,76.19,71.43,66.67,21
4,88.89,100.0,77.78,88.89,77.78,88.89,77.78,77.78,77.78,77.78,66.67,9
5,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,85.71,7
6,95.0,96.67,96.67,95.0,95.0,96.67,96.67,93.33,96.67,93.33,96.67,60
7,85.0,75.0,75.0,77.5,67.5,72.5,60.0,62.5,67.5,52.5,47.5,40
8,33.33,33.33,33.33,33.33,33.33,66.67,33.33,33.33,33.33,33.33,33.33,3
9,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,3
10,92.31,92.31,100.0,100.0,92.31,84.62,84.62,92.31,92.31,100.0,84.62,13
11,97.78,97.78,97.78,95.56,97.78,97.78,97.78,97.78,93.33,95.56,95.56,45
12,95.92,94.9,95.92,94.9,93.88,92.86,94.9,92.86,92.86,87.76,89.8,98
13,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,4
14,33.33,0.0,0.0,33.33,0.0,33.33,0.0,33.33,33.33,0.0,0.0,3
15,96.84,96.84,95.57,96.2,95.57,94.3,95.57,93.04,94.94,93.67,94.3,158
16,93.77,92.67,92.31,92.67,92.31,92.31,92.31,94.51,92.67,92.67,93.04,273
17,84.62,82.69,80.77,84.62,84.62,84.62,84.62,80.77,80.77,84.62,78.85,52
18,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,5
19,97.17,94.34,96.23,95.28,95.28,92.45,91.51,90.57,89.62,91.51,89.62,106
20,98.27,98.27,97.84,97.84,97.4,97.4,96.1,96.1,95.24,96.54,96.1,231
21,92.47,92.47,91.4,91.4,92.47,90.32,90.32,89.25,91.4,90.32,91.4,93
22,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,81.54,65
23,97.23,96.92,97.23,96.62,97.23,96.92,96.92,96.62,95.69,95.08,95.69,325
24,65.0,70.0,65.0,65.0,65.0,75.0,70.0,65.0,85.0,65.0,80.0,20
25,95.24,95.24,95.24,100.0,90.48,95.24,90.48,95.24,90.48,85.71,90.48,21
26,90.91,95.45,90.91,90.91,90.91,95.45,95.45,90.91,86.36,95.45,86.36,22
27,11.76,11.76,11.76,11.76,17.65,11.76,17.65,11.76,11.76,11.76,11.76,17
28,98.83,98.83,97.27,97.27,97.27,97.66,97.66,95.31,96.09,96.48,94.14,256
29,91.23,84.21,84.21,77.19,82.46,77.19,73.68,80.7,71.93,73.68,70.18,57
30,98.38,98.61,98.84,97.68,98.38,98.61,98.14,98.38,98.14,98.38,97.45,431
31,93.33,93.33,93.33,94.44,95.0,94.44,93.89,95.56,96.11,95.56,92.22,180
32,97.75,97.75,97.47,98.31,97.47,96.63,96.35,96.63,95.79,96.35,96.63,356
33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,18
34,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21
35,97.14,97.14,94.29,91.43,88.57,97.14,85.71,94.29,91.43,94.29,88.57,35
36,99.35,100.0,100.0,100.0,99.35,99.35,99.35,100.0,97.4,100.0,100.0,154
37,94.24,95.68,94.96,94.96,94.24,94.24,94.96,96.4,95.68,95.68,94.24,139
38,66.67,66.67,66.67,77.78,77.78,66.67,77.78,77.78,66.67,66.67,66.67,9
39,84.85,81.82,87.88,90.91,87.88,84.85,81.82,87.88,87.88,87.88,87.88,33
40,89.36,87.23,85.11,87.23,85.11,85.11,89.36,87.23,87.23,85.11,91.49,47
41,97.94,96.91,97.94,97.94,97.94,96.91,97.94,95.88,95.88,96.91,96.91,97
42,93.59,93.59,93.59,93.59,93.59,92.31,94.87,92.31,92.31,91.03,92.31,78
43,94.44,94.44,92.59,92.59,96.3,92.59,90.74,94.44,92.59,92.59,90.74,54
44,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,7
45,99.62,99.62,99.62,99.25,98.87,98.87,99.25,98.49,98.87,98.87,98.49,265
46,98.04,98.04,96.47,97.25,96.08,94.51,95.29,95.29,90.98,89.8,89.02,255
47,85.19,85.19,81.48,81.48,81.48,81.48,81.48,70.37,85.19,74.07,74.07,27
48,96.6,95.99,95.37,94.14,95.37,95.06,94.14,95.06,94.44,93.83,93.21,324
49,92.86,92.86,94.64,92.86,92.86,92.86,94.64,94.64,94.64,94.64,91.07,56
50,95.89,95.65,95.41,94.69,93.96,93.96,94.44,92.27,91.55,93.72,91.3,414
51,99.59,98.77,98.35,99.18,95.88,95.06,93.42,93.83,93.0,92.18,89.71,243
52,97.73,98.14,97.52,97.52,96.28,95.66,95.25,95.25,94.83,95.25,95.25,484
53,92.02,89.08,89.5,87.82,87.82,84.87,85.29,83.19,82.77,83.61,83.61,238
54,56.25,50.0,56.25,43.75,56.25,56.25,37.5,62.5,50.0,43.75,50.0,16
55,98.7,98.7,97.84,97.4,96.97,95.67,94.37,94.81,95.24,91.77,92.21,231
56,87.5,83.33,79.17,79.17,70.83,79.17,66.67,62.5,79.17,70.83,54.17,24
57,96.94,97.96,95.92,93.37,93.88,94.39,94.9,92.86,93.37,93.88,91.33,196
58,75.0,75.0,75.0,75.0,75.0,66.67,75.0,58.33,75.0,75.0,75.0,12
59,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27
60,95.24,93.65,93.65,95.24,93.65,88.89,90.48,85.71,88.89,84.13,82.54,63
61,98.21,98.21,98.21,96.43,98.21,94.64,94.64,96.43,92.86,96.43,94.64,56
62,87.88,87.88,87.88,87.88,84.85,87.88,81.82,87.88,81.82,81.82,78.79,33
63,95.11,94.67,94.67,95.11,95.11,94.22,94.22,94.67,92.0,93.78,92.89,225
64,54.55,54.55,54.55,54.55,54.55,63.64,63.64,54.55,45.45,36.36,54.55,11
65,77.78,66.67,77.78,88.89,66.67,77.78,66.67,66.67,66.67,44.44,44.44,9
66,88.46,89.23,88.46,88.46,84.62,86.92,86.92,86.15,83.85,83.85,83.08,130
67,99.44,99.44,98.89,97.78,99.44,98.89,98.89,97.22,97.78,96.67,97.22,180
68,88.89,86.11,88.89,86.11,86.11,86.11,86.11,88.89,88.89,88.89,83.33,36
69,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,11
70,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.55,100.0,100.0,100.0,58
71,95.83,95.83,95.83,95.83,95.83,95.83,95.83,100.0,95.83,95.83,95.83,24
72,98.84,98.84,98.84,97.67,97.67,98.84,98.84,98.84,98.84,98.84,98.84,86
73,97.96,97.96,97.96,97.96,97.96,97.96,97.96,97.96,97.96,97.96,97.96,49
74,97.09,96.12,96.6,94.66,97.09,95.63,95.63,95.15,96.6,94.66,96.12,206
75,92.16,92.16,92.16,92.16,92.16,90.2,92.16,90.2,92.16,92.16,92.16,51
76,94.44,94.44,94.44,88.89,94.44,94.44,88.89,83.33,83.33,94.44,77.78,18
77,91.3,91.3,92.03,92.75,91.3,89.86,90.58,89.86,86.23,88.41,86.96,138
78,97.46,96.95,96.95,96.45,95.43,96.95,94.92,95.43,95.43,96.45,94.42,197
79,90.29,91.26,91.26,90.29,90.29,90.29,90.29,90.29,90.29,91.26,90.29,103
80,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3
81,88.89,88.89,88.89,88.89,88.89,91.67,88.89,88.89,88.89,88.89,88.89,36
82,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7
83,93.59,93.59,93.59,91.03,88.46,88.46,91.03,85.9,87.18,85.9,84.62,78
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,44.44,33.33,33.33,44.44,33.33,11.11,22.22,11.11,11.11,22.22,11.11,9
86,93.26,94.38,92.13,92.13,93.82,91.01,93.82,92.7,92.13,94.38,93.26,178
87,64.56,65.82,65.19,65.19,67.09,63.29,59.49,61.39,57.59,58.86,57.59,158
88,82.14,85.71,78.57,75.0,75.0,85.71,75.0,78.57,71.43,75.0,71.43,28
89,62.5,50.0,62.5,62.5,62.5,50.0,62.5,62.5,50.0,50.0,50.0,8
90,98.38,98.54,98.54,98.54,98.38,97.73,98.54,97.9,97.41,97.9,97.9,618
91,88.14,86.44,86.44,89.83,86.44,88.14,83.05,83.05,86.44,83.05,83.05,59
92,33.33,25.0,8.33,33.33,16.67,33.33,25.0,25.0,16.67,16.67,25.0,12
93,79.31,70.69,74.14,70.69,60.34,67.24,58.62,58.62,53.45,56.9,44.83,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,7
97,85.71,85.71,85.71,85.71,84.13,85.71,84.13,82.54,87.3,82.54,84.13,63
98,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.67,100.0,100.0,3
99,84.21,84.21,84.21,84.21,89.47,89.47,84.21,89.47,84.21,84.21,84.21,19
100,66.67,83.33,66.67,66.67,66.67,66.67,66.67,50.0,50.0,83.33,83.33,6
101,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5
102,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,25
