images,Original_model_52_ideal,Original_model_49_ideal,Original_model_42_ideal,fognight_model_52_ideal,fognight_model_49_ideal,fognight_model_42_ideal,fogsnow_model_52_ideal,fogsnow_model_49_ideal,fogsnow_model_42_ideal,fograin_model_52_ideal,fograin_model_49_ideal,fograin_model_42_ideal,rainnight_model_52_ideal,rainnight_model_49_ideal,rainnight_model_42_ideal,snownight_model_52_ideal,snownight_model_49_ideal,snownight_model_42_ideal
9773,94.37208738360788,94.044986186432,94.80215593983424,39.08782461884785,41.94203826869948,44.63322521231966,44.61272383096286,46.27058630921928,48.766962038268716,45.01120843139262,45.860715235853874,48.572352399467924,88.88702752481325,89.11286298987005,89.9622858896961,89.12284559500664,89.52196459633686,89.7261956410519
