class,filters,error
78,fogsnow,39.59
86,fogsnow,33.15
72,fogsnow,47.67
79,fogsnow,54.37
22,fogsnow,72.31
32,fogsnow,57.87
23,fogsnow,68.31
82,fogsnow,14.29
28,fogsnow,34.38
55,fogsnow,17.32
20,fogsnow,66.23
46,fogsnow,40.78
50,fogsnow,52.17
36,fogsnow,65.58
6,fogsnow,38.33
21,fogsnow,25.81
67,fogsnow,43.33
24,fogsnow,0.0
60,fogsnow,15.87
90,fogsnow,60.84
74,fogsnow,59.71
34,fogsnow,61.9
16,fogsnow,68.13
45,fogsnow,54.72
77,fogsnow,51.45
30,fogsnow,77.73
17,fogsnow,19.23
52,fogsnow,45.25
12,fogsnow,40.82
61,fogsnow,26.79
48,fogsnow,54.94
31,fogsnow,58.33
57,fogsnow,29.08
42,fogsnow,52.56
63,fogsnow,53.78
35,fogsnow,22.86
75,fogsnow,54.9
91,fogsnow,42.37
0,fogsnow,57.72
97,fogsnow,28.57
15,fogsnow,46.2
83,fogsnow,39.74
53,fogsnow,24.37
56,fogsnow,12.5
49,fogsnow,41.07
51,fogsnow,37.45
37,fogsnow,20.86
11,fogsnow,33.33
93,fogsnow,17.24
47,fogsnow,33.33
88,fogsnow,39.29
19,fogsnow,25.47
66,fogsnow,35.38
62,fogsnow,21.21
41,fogsnow,69.07
99,fogsnow,63.16
87,fogsnow,38.61
2,fogsnow,29.63
39,fogsnow,33.33
5,fogsnow,42.86
3,fogsnow,19.05
81,fogsnow,27.78
73,fogsnow,67.35
40,fogsnow,42.55
43,fogsnow,48.15
29,fogsnow,15.79
1,fogsnow,50.0
4,fogsnow,11.11
76,fogsnow,22.22
10,fogsnow,15.38
71,fogsnow,37.5
102,fogsnow,32.0
54,fogsnow,6.25
25,fogsnow,9.52
8,fogsnow,33.33
59,fogsnow,22.22
70,fogsnow,53.45
27,fogsnow,5.88
58,fogsnow,25.0
68,fogsnow,50.0
38,fogsnow,22.22
7,fogsnow,2.5
95,fogsnow,33.33
85,fogsnow,0.0
100,fogsnow,0.0
96,fogsnow,42.86
33,fogsnow,50.0
101,fogsnow,60.0
26,fogsnow,40.91
69,fogsnow,45.45
94,fogsnow,0.0
92,fogsnow,8.33
18,fogsnow,0.0
84,fogsnow,0.0
89,fogsnow,37.5
64,fogsnow,18.18
80,fogsnow,33.33
44,fogsnow,28.57
65,fogsnow,11.11
14,fogsnow,0.0
13,fogsnow,0.0
98,fogsnow,0.0
9,fogsnow,0.0
