category,sub-category,images,Original_model_52,Original_model_49,Original_model_42,fognight_model_52,fognight_model_49,fognight_model_42,fogsnow_model_52,fogsnow_model_49,fogsnow_model_42,fograin_model_52,fograin_model_49,fograin_model_42,rainnight_model_52,rainnight_model_49,rainnight_model_42,snownight_model_52,snownight_model_49,snownight_model_42
Dangerous warning,Dangerous warning,2228,93.17827199281865,92.19096499102335,94.03183123877918,42.19129712746857,45.2419434470377,47.30746858168761,41.60771095152602,45.60269748653501,48.0246723518851,42.68295332136445,45.914048473967675,45.15157540394973,89.54241921005386,89.0500359066427,90.5761265709156,89.45237881508079,89.76700628366248,90.39452872531419
Regularoty,Priority ,1041,96.92428434197888,97.30841498559079,97.50485110470703,54.08382324687799,56.29229586935639,60.22992315081651,60.90414985590778,59.46309317963496,66.09090297790587,61.28754082612872,60.040912584053785,68.10623439000962,92.69878962536023,92.70087415946207,93.85064361191164,93.65957732949087,93.6606051873199,93.27577329490875
Regularoty,Prohibitory,3957,95.75459944402324,95.62837250442253,95.82914329037149,35.785203436947185,39.52507707859489,41.900336113217094,39.77772049532475,41.57182461460703,43.21557240333587,39.11923932271924,40.30797573919637,43.18942380591358,90.06798837503158,90.1434420015163,90.97788223401568,90.19420267879707,90.3705357594137,90.32107657316149
Regularoty,Mandatory,1203,96.75723192019952,96.09249376558601,96.42275145469658,41.47952618453866,41.39727348295927,44.805685785536156,52.95057356608479,50.123898586866154,53.116317539484626,53.86501246882792,51.36985037406484,54.614704904405656,92.35045719035743,90.77316708229428,92.5167165419784,92.93330839567746,91.02244389027432,92.51720698254364
Regularoty,Special regulations,1344,88.16900297619047,88.09626488095238,89.51154017857144,29.910654761904766,32.9602380952381,36.011346726190474,43.74774553571428,47.54448660714286,49.03048363095239,45.686123511904746,46.206168154761905,49.55302083333333,78.27108630952382,81.91755952380953,80.65639880952382,78.4976339285714,82.0687276785714,81.61928571428571
