class,filters,error
37,snownight,92.09
12,snownight,92.86
31,snownight,92.78
36,snownight,98.7
0,snownight,91.06
53,snownight,83.61
23,snownight,96.62
45,snownight,98.87
46,snownight,94.51
66,snownight,62.31
28,snownight,93.75
90,snownight,93.69
57,snownight,91.84
56,snownight,54.17
74,snownight,92.72
67,snownight,95.56
48,snownight,91.05
50,snownight,89.86
83,snownight,85.9
30,snownight,96.75
81,snownight,80.56
73,snownight,95.92
68,snownight,91.67
79,snownight,89.32
32,snownight,92.13
16,snownight,92.67
62,snownight,81.82
52,snownight,95.87
72,snownight,96.51
63,snownight,69.78
70,snownight,98.28
15,snownight,91.14
87,snownight,70.89
47,snownight,92.59
55,snownight,91.34
77,snownight,76.09
43,snownight,90.74
91,snownight,89.83
20,snownight,93.51
86,snownight,75.84
102,snownight,96.0
100,snownight,83.33
75,snownight,88.24
49,snownight,87.5
51,snownight,92.18
6,snownight,83.33
76,snownight,72.22
1,snownight,88.64
24,snownight,50.0
69,snownight,72.73
27,snownight,5.88
21,snownight,81.72
44,snownight,85.71
88,snownight,75.0
19,snownight,93.4
61,snownight,94.64
97,snownight,84.13
4,snownight,77.78
17,snownight,71.15
33,snownight,83.33
3,snownight,61.9
78,snownight,96.45
60,snownight,87.3
54,snownight,43.75
2,snownight,85.19
41,snownight,95.88
99,snownight,94.74
84,snownight,0.0
71,snownight,87.5
96,snownight,57.14
7,snownight,65.0
42,snownight,96.15
59,snownight,100.0
85,snownight,0.0
29,snownight,73.68
92,snownight,33.33
95,snownight,0.0
39,snownight,93.94
40,snownight,87.23
93,snownight,53.45
25,snownight,90.48
10,snownight,84.62
35,snownight,94.29
22,snownight,80.0
26,snownight,86.36
11,snownight,93.33
101,snownight,60.0
64,snownight,36.36
8,snownight,0.0
82,snownight,100.0
65,snownight,0.0
13,snownight,50.0
14,snownight,33.33
38,snownight,77.78
58,snownight,58.33
34,snownight,100.0
5,snownight,100.0
94,snownight,0.0
80,snownight,100.0
89,snownight,100.0
98,snownight,66.67
18,snownight,20.0
9,snownight,66.67
