class,filters,error
46,rainnight,92.94
30,rainnight,97.22
0,rainnight,91.06
52,rainnight,96.28
6,rainnight,86.67
41,rainnight,95.88
72,rainnight,95.35
53,rainnight,83.61
55,rainnight,90.48
90,rainnight,94.5
87,rainnight,74.68
32,rainnight,90.17
29,rainnight,71.93
77,rainnight,84.06
74,rainnight,91.26
39,rainnight,84.85
57,rainnight,90.82
23,rainnight,97.54
50,rainnight,91.55
37,rainnight,92.81
51,rainnight,88.89
35,rainnight,82.86
60,rainnight,85.71
78,rainnight,92.39
49,rainnight,87.5
98,rainnight,33.33
36,rainnight,97.4
16,rainnight,93.77
67,rainnight,96.11
45,rainnight,98.87
34,rainnight,100.0
48,rainnight,87.96
20,rainnight,94.81
66,rainnight,83.85
75,rainnight,90.2
93,rainnight,20.69
63,rainnight,74.67
7,rainnight,60.0
19,rainnight,90.57
17,rainnight,84.62
86,rainnight,87.64
15,rainnight,88.61
31,rainnight,95.0
28,rainnight,94.53
102,rainnight,96.0
79,rainnight,92.23
43,rainnight,92.59
11,rainnight,77.78
59,rainnight,100.0
2,rainnight,79.63
42,rainnight,97.44
97,rainnight,74.6
61,rainnight,94.64
12,rainnight,91.84
88,rainnight,67.86
21,rainnight,87.1
47,rainnight,85.19
4,rainnight,88.89
96,rainnight,14.29
1,rainnight,88.64
54,rainnight,56.25
62,rainnight,78.79
81,rainnight,83.33
83,rainnight,88.46
40,rainnight,97.87
5,rainnight,100.0
22,rainnight,78.46
68,rainnight,94.44
25,rainnight,80.95
70,rainnight,96.55
56,rainnight,70.83
76,rainnight,83.33
33,rainnight,83.33
26,rainnight,90.91
24,rainnight,65.0
18,rainnight,80.0
58,rainnight,75.0
73,rainnight,97.96
91,rainnight,84.75
101,rainnight,0.0
92,rainnight,16.67
85,rainnight,0.0
99,rainnight,84.21
3,rainnight,66.67
65,rainnight,22.22
10,rainnight,84.62
71,rainnight,87.5
89,rainnight,50.0
84,rainnight,25.0
94,rainnight,0.0
38,rainnight,88.89
27,rainnight,0.0
8,rainnight,0.0
100,rainnight,50.0
64,rainnight,36.36
82,rainnight,100.0
69,rainnight,72.73
80,rainnight,100.0
95,rainnight,0.0
44,rainnight,100.0
14,rainnight,33.33
13,rainnight,100.0
9,rainnight,100.0
