class,filters,error
52,fograin,31.61
46,fograin,38.43
15,fograin,24.05
48,fograin,45.99
90,fograin,57.44
47,fograin,40.74
40,fograin,36.17
53,fograin,15.55
51,fograin,44.03
32,fograin,56.18
86,fograin,24.16
45,fograin,55.47
7,fograin,12.5
63,fograin,60.89
23,fograin,60.62
20,fograin,67.1
4,fograin,11.11
61,fograin,42.86
27,fograin,5.88
1,fograin,43.18
74,fograin,48.54
79,fograin,54.37
36,fograin,61.04
31,fograin,56.11
0,fograin,41.46
49,fograin,41.07
78,fograin,47.72
97,fograin,39.68
50,fograin,39.13
60,fograin,30.16
30,fograin,76.57
57,fograin,34.69
16,fograin,50.55
41,fograin,57.73
62,fograin,21.21
19,fograin,29.25
42,fograin,37.18
28,fograin,33.59
88,fograin,21.43
73,fograin,73.47
66,fograin,36.15
11,fograin,31.11
93,fograin,5.17
3,fograin,23.81
55,fograin,17.32
22,fograin,56.92
39,fograin,27.27
29,fograin,17.54
37,fograin,15.83
77,fograin,50.72
81,fograin,55.56
71,fograin,8.33
12,fograin,42.86
6,fograin,28.33
21,fograin,29.03
87,fograin,16.46
35,fograin,28.57
67,fograin,51.67
59,fograin,7.41
2,fograin,33.33
83,fograin,52.56
70,fograin,51.72
43,fograin,42.59
34,fograin,38.1
91,fograin,45.76
25,fograin,28.57
54,fograin,0.0
26,fograin,45.45
92,fograin,0.0
75,fograin,60.78
100,fograin,0.0
56,fograin,4.17
8,fograin,0.0
102,fograin,36.0
17,fograin,9.62
38,fograin,11.11
33,fograin,44.44
65,fograin,0.0
69,fograin,54.55
68,fograin,58.33
76,fograin,27.78
64,fograin,9.09
99,fograin,31.58
85,fograin,0.0
72,fograin,53.49
101,fograin,60.0
5,fograin,42.86
82,fograin,14.29
18,fograin,20.0
44,fograin,14.29
24,fograin,20.0
89,fograin,0.0
94,fograin,0.0
10,fograin,38.46
84,fograin,0.0
14,fograin,33.33
96,fograin,14.29
58,fograin,25.0
98,fograin,0.0
95,fograin,0.0
9,fograin,33.33
80,fograin,33.33
13,fograin,0.0
