class,filters,error
90,fognight,42.23
15,fognight,36.71
22,fognight,60.0
63,fognight,22.22
65,fognight,0.0
16,fognight,51.28
21,fognight,25.81
30,fognight,74.71
66,fognight,10.77
55,fognight,10.82
12,fognight,41.84
45,fognight,54.34
48,fognight,37.65
50,fognight,34.78
28,fognight,32.81
31,fognight,53.89
17,fognight,25.0
67,fognight,32.22
79,fognight,36.89
83,fognight,32.05
23,fognight,64.92
57,fognight,28.57
37,fognight,11.51
72,fognight,43.02
42,fognight,37.18
78,fognight,32.49
52,fognight,29.55
20,fognight,61.04
53,fognight,15.55
75,fognight,41.18
97,fognight,39.68
86,fognight,27.53
61,fognight,39.29
51,fognight,34.16
36,fognight,43.51
0,fognight,46.34
46,fognight,40.39
35,fognight,22.86
49,fognight,44.64
71,fognight,12.5
32,fognight,40.73
87,fognight,13.92
81,fognight,50.0
41,fognight,64.95
2,fognight,33.33
62,fognight,30.3
94,fognight,0.0
77,fognight,35.51
70,fognight,43.1
88,fognight,32.14
76,fognight,11.11
6,fognight,15.0
74,fognight,27.67
43,fognight,50.0
59,fognight,14.81
29,fognight,31.58
19,fognight,33.02
1,fognight,38.64
56,fognight,4.17
34,fognight,28.57
3,fognight,19.05
47,fognight,29.63
73,fognight,63.27
64,fognight,9.09
39,fognight,24.24
68,fognight,44.44
11,fognight,24.44
91,fognight,40.68
10,fognight,7.69
5,fognight,28.57
58,fognight,8.33
89,fognight,12.5
7,fognight,7.5
54,fognight,6.25
60,fognight,33.33
92,fognight,0.0
26,fognight,40.91
27,fognight,0.0
82,fognight,14.29
84,fognight,25.0
99,fognight,21.05
40,fognight,29.79
93,fognight,3.45
100,fognight,0.0
102,fognight,24.0
38,fognight,11.11
69,fognight,36.36
95,fognight,0.0
33,fognight,38.89
8,fognight,0.0
25,fognight,42.86
101,fognight,0.0
96,fognight,0.0
80,fognight,0.0
13,fognight,25.0
4,fognight,33.33
9,fognight,0.0
24,fognight,15.0
98,fognight,0.0
85,fognight,0.0
44,fognight,28.57
18,fognight,20.0
14,fognight,0.0
