class,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42,images
0,93.5,82.11,78.05,69.92,58.54,42.28,25.2,10.57,2.44,2.44,0.0,123
1,95.45,93.18,79.55,68.18,65.91,45.45,34.09,11.36,2.27,0.0,0.0,44
2,94.44,79.63,77.78,68.52,55.56,35.19,16.67,5.56,5.56,0.0,0.0,54
3,66.67,61.9,52.38,47.62,19.05,19.05,0.0,0.0,0.0,0.0,0.0,21
4,88.89,44.44,33.33,33.33,33.33,22.22,22.22,0.0,0.0,0.0,0.0,9
5,85.71,71.43,71.43,71.43,0.0,28.57,0.0,0.0,0.0,0.0,0.0,7
6,83.33,65.0,56.67,50.0,43.33,25.0,11.67,3.33,3.33,0.0,0.0,60
7,80.0,30.0,25.0,20.0,5.0,10.0,2.5,0.0,0.0,0.0,0.0,40
8,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
9,66.67,33.33,33.33,33.33,33.33,33.33,33.33,33.33,0.0,0.0,0.0,3
10,76.92,53.85,53.85,38.46,53.85,30.77,23.08,7.69,0.0,0.0,0.0,13
11,95.56,75.56,75.56,62.22,48.89,24.44,8.89,8.89,0.0,0.0,0.0,45
12,94.9,76.53,73.47,63.27,50.0,39.8,25.51,10.2,1.02,0.0,0.0,98
13,100.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,4
14,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
15,96.2,86.08,82.91,73.42,65.82,48.73,32.91,18.99,0.63,0.0,0.0,158
16,94.14,89.74,84.98,79.49,70.7,63.0,43.22,35.9,21.25,13.55,10.26,273
17,76.92,78.85,73.08,78.85,44.23,42.31,28.85,17.31,7.69,3.85,0.0,52
18,60.0,40.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5
19,95.28,72.64,67.92,54.72,30.19,15.09,5.66,3.77,0.94,0.0,0.0,106
20,96.97,90.04,87.88,86.58,78.79,71.0,59.31,36.8,19.48,8.66,4.33,231
21,92.47,72.04,66.67,60.22,41.94,25.81,15.05,7.53,5.38,1.08,0.0,93
22,81.54,81.54,83.08,78.46,78.46,76.92,60.0,32.31,4.62,0.0,0.0,65
23,96.62,91.08,87.38,84.92,72.62,57.85,38.77,22.15,8.31,3.38,0.31,325
24,85.0,30.0,50.0,40.0,25.0,5.0,5.0,0.0,0.0,0.0,0.0,20
25,95.24,85.71,80.95,61.9,57.14,66.67,33.33,4.76,0.0,0.0,0.0,21
26,95.45,81.82,86.36,72.73,40.91,50.0,22.73,36.36,9.09,0.0,0.0,22
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
28,98.83,83.59,75.78,71.88,60.16,40.62,29.3,23.05,14.84,5.47,5.08,256
29,85.96,66.67,45.61,52.63,31.58,26.32,12.28,15.79,1.75,1.75,1.75,57
