class,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42,images
30,99.07,95.82,93.27,92.34,88.63,85.61,77.03,61.25,40.6,16.24,9.28,431
31,94.44,87.78,88.33,81.67,72.78,62.78,46.11,35.0,11.67,2.22,2.22,180
32,97.19,91.29,85.39,83.15,75.56,63.76,55.34,35.96,19.38,9.55,1.69,356
33,83.33,72.22,66.67,77.78,55.56,50.0,22.22,16.67,0.0,0.0,0.0,18
34,100.0,100.0,100.0,85.71,71.43,66.67,38.1,9.52,0.0,0.0,0.0,21
35,100.0,91.43,71.43,62.86,60.0,42.86,25.71,31.43,8.57,17.14,5.71,35
36,99.35,96.1,93.51,93.51,87.01,75.32,66.88,50.65,22.73,4.55,0.0,154
37,95.68,92.09,87.77,82.73,61.15,58.27,41.01,14.39,8.63,2.16,0.72,139
38,66.67,66.67,66.67,66.67,44.44,55.56,55.56,22.22,11.11,0.0,0.0,9
39,81.82,75.76,72.73,75.76,51.52,33.33,15.15,6.06,0.0,0.0,0.0,33
40,89.36,87.23,78.72,53.19,61.7,44.68,27.66,17.02,4.26,0.0,0.0,47
41,95.88,90.72,91.75,87.63,87.63,74.23,57.73,28.87,14.43,1.03,0.0,97
42,93.59,91.03,87.18,79.49,70.51,60.26,46.15,26.92,6.41,0.0,0.0,78
43,96.3,90.74,83.33,83.33,74.07,59.26,33.33,29.63,9.26,1.85,0.0,54
44,71.43,71.43,71.43,71.43,42.86,28.57,0.0,14.29,0.0,0.0,0.0,7
45,100.0,93.21,88.68,83.77,77.74,63.77,52.08,28.68,7.17,1.13,0.0,265
46,97.65,83.92,75.29,65.1,52.16,39.22,25.88,10.98,2.75,0.39,0.0,255
47,85.19,66.67,62.96,62.96,29.63,29.63,11.11,7.41,0.0,0.0,0.0,27
48,95.37,85.49,78.4,71.91,61.73,44.14,29.01,20.37,7.72,0.0,0.0,324
49,89.29,80.36,87.5,69.64,66.07,57.14,33.93,21.43,7.14,1.79,3.57,56
50,95.89,83.57,78.02,67.63,62.32,50.0,39.86,28.26,11.11,3.62,0.0,414
51,98.77,80.66,74.07,65.02,54.73,45.27,32.1,13.99,7.41,0.0,0.0,243
52,98.76,85.95,78.1,69.83,57.44,50.83,36.57,23.55,9.5,0.62,0.0,484
53,94.96,70.17,65.13,53.36,44.12,42.02,24.79,17.65,8.4,0.42,0.0,238
54,68.75,37.5,37.5,31.25,12.5,0.0,0.0,0.0,0.0,0.0,0.0,16
55,98.27,72.73,62.77,43.72,35.5,19.48,7.79,3.46,0.87,0.0,0.0,231
56,75.0,45.83,25.0,16.67,20.83,12.5,4.17,4.17,4.17,0.0,0.0,24
57,95.92,85.71,82.14,73.47,59.18,43.37,25.51,9.18,0.0,0.0,0.0,196
58,100.0,66.67,58.33,41.67,33.33,8.33,16.67,8.33,0.0,0.0,0.0,12
59,100.0,92.59,81.48,66.67,59.26,37.04,14.81,7.41,0.0,0.0,0.0,27
60,98.41,77.78,58.73,52.38,49.21,36.51,22.22,11.11,7.94,1.59,1.59,63
61,96.43,78.57,78.57,71.43,48.21,37.5,17.86,8.93,1.79,0.0,0.0,56
62,93.94,81.82,78.79,63.64,60.61,48.48,27.27,9.09,12.12,0.0,3.03,33
63,96.89,87.11,81.33,77.33,71.56,60.0,51.11,32.89,11.56,2.67,0.44,225
64,72.73,27.27,9.09,0.0,9.09,9.09,9.09,0.0,0.0,0.0,0.0,11
65,77.78,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
66,90.77,70.0,53.85,53.08,53.08,40.0,29.23,16.92,6.92,2.31,0.0,130
67,100.0,88.89,84.44,75.56,61.11,50.0,35.56,21.67,6.11,1.11,0.0,180
68,88.89,77.78,80.56,72.22,69.44,44.44,27.78,16.67,8.33,0.0,0.0,36
69,72.73,72.73,72.73,72.73,63.64,63.64,36.36,18.18,9.09,0.0,0.0,11
70,100.0,96.55,93.1,77.59,62.07,41.38,15.52,5.17,5.17,1.72,0.0,58
71,95.83,91.67,83.33,75.0,70.83,45.83,16.67,12.5,0.0,0.0,0.0,24
72,93.02,87.21,87.21,77.91,79.07,72.09,53.49,32.56,9.3,3.49,0.0,86
73,97.96,95.92,89.8,87.76,75.51,71.43,53.06,32.65,20.41,4.08,4.08,49
74,97.57,92.23,92.23,87.38,75.24,76.21,62.14,51.94,35.92,22.33,9.71,206
75,86.27,84.31,76.47,70.59,78.43,56.86,47.06,21.57,1.96,1.96,0.0,51
76,100.0,66.67,72.22,55.56,38.89,38.89,16.67,16.67,27.78,5.56,11.11,18
77,86.96,81.88,76.81,73.19,66.67,55.8,44.2,23.91,10.14,0.72,0.0,138
78,98.98,90.36,89.34,81.73,68.02,55.33,30.96,17.77,4.57,1.02,0.0,197
79,94.17,93.2,86.41,77.67,64.08,55.34,27.18,15.53,0.97,1.94,0.0,103
80,100.0,100.0,100.0,100.0,66.67,66.67,66.67,0.0,0.0,0.0,0.0,3
81,94.44,91.67,86.11,83.33,77.78,44.44,30.56,11.11,2.78,0.0,0.0,36
82,100.0,85.71,42.86,57.14,28.57,57.14,0.0,0.0,0.0,0.0,0.0,7
83,93.59,92.31,84.62,80.77,64.1,57.69,35.9,29.49,5.13,7.69,3.85,78
84,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
85,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
86,90.45,65.73,51.69,42.7,37.64,27.53,15.73,12.36,4.49,3.37,0.56,178
87,71.52,49.37,38.61,32.28,29.11,18.35,13.92,5.7,5.06,5.06,3.16,158
88,92.86,78.57,67.86,64.29,57.14,50.0,35.71,21.43,28.57,3.57,0.0,28
89,100.0,50.0,62.5,37.5,12.5,25.0,25.0,0.0,0.0,0.0,0.0,8
90,97.9,93.37,91.75,88.03,84.3,72.65,66.18,54.21,40.78,31.23,23.14,618
91,91.53,86.44,76.27,76.27,67.8,57.63,42.37,40.68,20.34,23.73,6.78,59
92,41.67,33.33,25.0,33.33,25.0,16.67,16.67,16.67,0.0,0.0,0.0,12
93,72.41,55.17,46.55,31.03,22.41,18.97,12.07,1.72,0.0,1.72,0.0,58
94,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
96,28.57,42.86,42.86,57.14,28.57,42.86,0.0,14.29,0.0,0.0,0.0,7
97,74.6,74.6,63.49,60.32,53.97,41.27,28.57,20.63,9.52,4.76,3.17,63
98,100.0,33.33,33.33,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,3
99,94.74,94.74,84.21,78.95,63.16,52.63,26.32,15.79,10.53,0.0,0.0,19
100,33.33,50.0,33.33,83.33,50.0,50.0,66.67,33.33,0.0,0.0,0.0,6
101,100.0,100.0,100.0,100.0,100.0,100.0,20.0,0.0,0.0,0.0,0.0,5
102,96.0,88.0,92.0,76.0,64.0,36.0,24.0,12.0,12.0,0.0,0.0,25
