images,Original_model_42_ideallevelfog,fog1_model_42_ideallevelfog,fog2_model_42_ideallevelfog,fog3_model_42_ideallevelfog,fog4_model_42_ideallevelfog,fog5_model_42_ideallevelfog,fog6_model_42_ideallevelfog,fog7_model_42_ideallevelfog,fog8_model_42_ideallevelfog,fog9_model_42_ideallevelfog,fog10_model_42_ideallevelfog
9773,94.33145093625296,83.56661004809168,78.35854906374705,71.93321191036529,62.754978000613924,51.84672260309014,38.238044612708485,25.294314949350248,12.421962549882329,5.545507009106721,2.9982390258876497
