category,images,Original_model_42_ideallevelfog,fog1_model_42_ideallevelfog,fog2_model_42_ideallevelfog,fog3_model_42_ideallevelfog,fog4_model_42_ideallevelfog,fog5_model_42_ideallevelfog,fog6_model_42_ideallevelfog,fog7_model_42_ideallevelfog,fog8_model_42_ideallevelfog,fog9_model_42_ideallevelfog,fog10_model_42_ideallevelfog
Dangerous warning,2228,92.54987432675044,80.6097172351885,76.07653949730697,70.60261669658887,58.57480251346499,46.31962746858169,31.463303411131054,19.883824057450624,8.752401256732496,3.994138240574506,2.37979802513465
Regularoty,7545,94.85754141815774,84.43976540755466,79.03241484426772,72.3261298873426,63.98936249171636,53.47884559310801,40.23859111994699,26.892005301524186,13.505565275016568,6.003618290258449,3.180861497680583
