category,images,Original_model_42_noiselevelsnow,snow1_model_42_noiselevelsnow,snow2_model_42_noiselevelsnow,snow3_model_42_noiselevelsnow,snow4_model_42_noiselevelsnow,snow5_model_42_noiselevelsnow,snow6_model_42_noiselevelsnow,snow7_model_42_noiselevelsnow,snow8_model_42_noiselevelsnow,snow9_model_42_noiselevelsnow,snow10_model_42_noiselevelsnow
Dangerous warning,2228,90.30619838420108,89.22868940754039,89.09324506283663,88.69078994614003,88.60138240574507,87.92627019748653,86.58068222621185,85.86254039497307,84.82815529622981,83.66246409335727,82.58442549371634
Regularoty,7545,93.55782637508284,93.17405831676608,92.55112657389002,92.08627435387676,91.76877269715044,91.10734393638171,90.3385235255136,89.3707461895295,88.25729357190191,87.14406361829028,86.73333996023855
