class,filters,error
16,snow5,91.21
0,snow5,95.12
50,snow5,88.65
79,snow5,90.29
51,snow5,88.48
56,snow5,62.5
44,snow5,71.43
12,snow5,88.78
11,snow5,86.67
86,snow5,96.63
81,snow5,83.33
87,snow5,87.34
80,snow5,66.67
49,snow5,89.29
31,snow5,90.0
63,snow5,92.89
45,snow5,100.0
93,snow5,81.03
21,snow5,88.17
30,snow5,97.22
57,snow5,87.76
32,snow5,93.54
90,snow5,95.63
37,snow5,94.24
46,snow5,96.86
52,snow5,93.6
20,snow5,95.67
72,snow5,95.35
53,snow5,78.15
78,snow5,97.46
48,snow5,90.74
27,snow5,0.0
83,snow5,96.15
36,snow5,98.7
23,snow5,94.46
67,snow5,100.0
76,snow5,66.67
2,snow5,72.22
88,snow5,75.0
35,snow5,88.57
74,snow5,95.63
34,snow5,100.0
19,snow5,87.74
60,snow5,90.48
73,snow5,97.96
39,snow5,81.82
62,snow5,78.79
40,snow5,80.85
55,snow5,90.48
28,snow5,95.7
61,snow5,94.64
66,snow5,78.46
15,snow5,89.24
77,snow5,85.51
41,snow5,92.78
10,snow5,84.62
75,snow5,94.12
33,snow5,83.33
97,snow5,77.78
6,snow5,85.0
42,snow5,92.31
17,snow5,78.85
85,snow5,0.0
1,snow5,81.82
24,snow5,45.0
29,snow5,75.44
43,snow5,92.59
22,snow5,81.54
70,snow5,100.0
26,snow5,90.91
7,snow5,80.0
3,snow5,57.14
59,snow5,96.3
5,snow5,85.71
101,snow5,100.0
38,snow5,66.67
102,snow5,92.0
99,snow5,78.95
68,snow5,83.33
47,snow5,70.37
98,snow5,0.0
71,snow5,100.0
95,snow5,0.0
94,snow5,0.0
65,snow5,100.0
25,snow5,66.67
91,snow5,84.75
4,snow5,66.67
8,snow5,33.33
69,snow5,63.64
58,snow5,58.33
84,snow5,25.0
9,snow5,33.33
89,snow5,50.0
14,snow5,0.0
92,snow5,50.0
96,snow5,42.86
54,snow5,31.25
100,snow5,66.67
82,snow5,85.71
64,snow5,45.45
13,snow5,25.0
18,snow5,40.0
