images,Original_model_42_ideallevelsnow,snow1_model_42_ideallevelsnow,snow2_model_42_ideallevelsnow,snow3_model_42_ideallevelsnow,snow4_model_42_ideallevelsnow,snow5_model_42_ideallevelsnow,snow6_model_42_ideallevelsnow,snow7_model_42_ideallevelsnow,snow8_model_42_ideallevelsnow,snow9_model_42_ideallevelsnow,snow10_model_42_ideallevelsnow
9773,94.63953545482453,93.59451038575668,92.20315972577511,90.89307889082166,88.81634298577713,86.9844817353934,85.29583137214776,83.25994474572802,81.05035096694975,78.8798014939118,76.94617313005217
