category,images,Original_model_42_ideallevelsnow,snow1_model_42_ideallevelsnow,snow2_model_42_ideallevelsnow,snow3_model_42_ideallevelsnow,snow4_model_42_ideallevelsnow,snow5_model_42_ideallevelsnow,snow6_model_42_ideallevelsnow,snow7_model_42_ideallevelsnow,snow8_model_42_ideallevelsnow,snow9_model_42_ideallevelsnow,snow10_model_42_ideallevelsnow
Dangerous warning,2228,92.81926840215439,91.92171903052066,90.61968132854578,89.13893626570916,88.28667414721723,87.25232944344704,85.95196140035907,83.4383842010772,81.59864003590663,80.02685368043089,77.82763913824058
Regularoty,7545,95.17705102717032,94.08847713717694,92.67075281643473,91.41106825712393,88.97275149105369,86.90538767395624,85.10207952286282,83.20725248508946,80.88844400265076,78.54108283631544,76.68588071570575
