epoch,validation_loss,validation_accuracy
1,1.4664537906646729,0.617387592792511
2,0.7128420472145081,0.8221400380134583
3,0.42629945278167725,0.893284022808075
4,0.35940098762512207,0.9130620360374451
5,0.4267846941947937,0.9153386354446411
6,0.4305904805660248,0.9171884059906006
7,0.43263643980026245,0.9299942851066589
8,0.4050872325897217,0.9355435371398926
9,0.5015369057655334,0.925298810005188
10,0.5206530690193176,0.9311326146125793
11,0.5192457437515259,0.9312748908996582
12,0.5649677515029907,0.9319863319396973
13,0.583124577999115,0.9331246614456177
14,0.6204642057418823,0.9402390718460083
15,0.6487763524055481,0.9412350654602051
16,0.6851961016654968,0.9413773417472839
17,0.7115631103515625,0.942088782787323
18,0.7362594604492188,0.9422310590744019
19,0.7539839744567871,0.9418042302131653
20,0.7731575965881348,0.9422310590744019
21,0.7914304733276367,0.9416618943214417
22,0.8094932436943054,0.9416618943214417
23,0.8234931230545044,0.9422310590744019
24,0.8403295874595642,0.942088782787323
