epoch,model_52,model_49,model_42
1,1.4748032093048096,1.4664537906646729,1.4515982866287231
2,0.5763839483261108,0.7128420472145081,0.6359606981277466
3,0.43987536430358887,0.42629945278167725,0.45782873034477234
4,0.3578605055809021,0.35940098762512207,0.3718384802341461
5,0.3182283639907837,0.4267846941947937,0.3527311682701111
6,0.31203046441078186,0.4305904805660248,0.3620210289955139
7,0.3900369107723236,0.43263643980026245,0.3755410611629486
8,0.36861610412597656,0.4050872325897217,0.4325994849205017
9,0.4095792770385742,0.5015369057655334,0.49253323674201965
10,0.3917764127254486,0.5206530690193176,0.45696786046028137
11,0.41174858808517456,0.5192457437515259,0.5650932192802429
12,0.4541983902454376,0.5649677515029907,0.5846059322357178
13,0.4599152207374573,0.583124577999115,0.5044339299201965
14,0.48951900005340576,0.6204642057418823,0.5381544828414917
15,0.512474000453949,0.6487763524055481,0.5455296039581299
16,0.5315905809402466,0.6851961016654968,0.5821909308433533
17,0.5460272431373596,0.7115631103515625,0.6015017628669739
18,0.5596901774406433,0.7362594604492188,0.6193878650665283
19,0.5722625255584717,0.7539839744567871,0.6353578567504883
20,0.5857545733451843,0.7731575965881348,0.6487066745758057
21,0.5972544550895691,0.7914304733276367,0.6629784107208252
22,0.6088748574256897,0.8094932436943054,0.6754049062728882
23,0.6189164519309998,0.8234931230545044,0.6880611777305603
24,0.6313720941543579,0.8403295874595642,0.7021018266677856
25,0.6421785950660706, ,0.7154638171195984
