epoch,validation_loss,validation_accuracy
1,1.4748032093048096,0.6313318014144897
2,0.5763839483261108,0.8493170142173767
3,0.43987536430358887,0.8804780840873718
4,0.3578605055809021,0.9142003655433655
5,0.3182283639907837,0.9223107695579529
6,0.31203046441078186,0.9385315775871277
7,0.3900369107723236,0.9325554966926575
8,0.36861610412597656,0.9396699070930481
9,0.4095792770385742,0.937393307685852
10,0.3917764127254486,0.9392430186271667
11,0.41174858808517456,0.9482071995735168
12,0.4541983902454376,0.951906681060791
13,0.4599152207374573,0.9551792740821838
14,0.48951900005340576,0.9551792740821838
15,0.512474000453949,0.9540410041809082
16,0.5315905809402466,0.9543255567550659
17,0.5460272431373596,0.9547524452209473
18,0.5596901774406433,0.9547524452209473
19,0.5722625255584717,0.9551792740821838
20,0.5857545733451843,0.9553215503692627
21,0.5972544550895691,0.955748438835144
22,0.6088748574256897,0.955748438835144
23,0.6189164519309998,0.9561753273010254
24,0.6313720941543579,0.955748438835144
25,0.6421785950660706,0.9558907151222229
