filter,baseline_52,baseline_49,baseline_42,homo_52,homo_49,homo_42,noise_52,noise_49,noise_42,norm_52,norm_49,norm_42
Original,91.92659060677376,90.94533715338177,90.68897370305945,91.63071011971759,92.89905249155838,91.11963880077766,87.98684743681574,84.75469456666326,91.73270745932672,94.229126163921,94.27000613936355,94.9963194515502
fog,41.78818684129745,47.50816842320679,47.058223677478786,40.96961015041441,37.306337869640856,40.263285582727924,70.63388314744705,75.03382993962958,76.09810498311674,53.73918244142024,51.427128824311886,54.68162181520515
night,81.83805586820833,80.53812237798013,78.28763327535044,79.96543231351684,82.77949043282513,83.73052593881101,79.17706436099458,76.08739077049012,86.92309219277602,92.1012984753914,90.31041543026706,92.8468576690883
rain,83.60755244039703,83.15769057607694,83.38263890310037,88.97089123094237,89.36835772024966,87.72194106210989,80.23164125652308,77.34563081960502,85.68590606773765,88.0796817763225,87.782854804052,89.00041952317609
snow,65.07837409188582,67.73702445513148,67.77878747569835,78.82897677274121,83.39233398137726,77.88829632661415,57.76142228588971,52.46120536171084,64.76013711245268,69.4562242914151,69.32348408881613,70.23429550803235
day,91.86492990893278,90.86307786759437,90.61668167399979,90.8317599508851,91.39548859101608,90.32104471503122,87.67977795968484,84.54888058937891,91.47540366315359,94.24929704287321,94.29111736416657,94.98656195641051
