filter,ideal_42,idealnoise_42
Original,94.32109894607592,93.06266653023637
fog,45.40148572597974,77.8375452778062
night,88.68369589685867,89.62458712780108
rain,92.60158395579657,92.30500153484087
snow,84.96945052696204,88.8777714110304
day,93.72808451857156,92.83798731198199
