images,Original_model_52_baseline,Original_model_49_baseline,Original_model_42_baseline,fog_model_52_baseline,fog_model_49_baseline,fog_model_42_baseline,night_model_52_baseline,night_model_49_baseline,night_model_42_baseline,rain_model_52_baseline,rain_model_49_baseline,rain_model_42_baseline,snow_model_52_baseline,snow_model_49_baseline,snow_model_42_baseline,day_model_52_baseline,day_model_49_baseline,day_model_42_baseline
9773,90.2493645758723,89.83884682287938,88.81563388928681,39.87463317302773,39.35243118796685,42.46372352399468,83.77153074797913,79.77068351580888,71.10425253248746,82.66616289777959,82.06269518059962,78.57396807530954,65.61903816637674,68.00393430880997,59.76757802107849,90.01364985163207,89.65461066202802,88.60021794740611
