category,images,Original_model_52_baseline,Original_model_49_baseline,Original_model_42_baseline,fog_model_52_baseline,fog_model_49_baseline,fog_model_42_baseline,night_model_52_baseline,night_model_49_baseline,night_model_42_baseline,rain_model_52_baseline,rain_model_49_baseline,rain_model_42_baseline,snow_model_52_baseline,snow_model_49_baseline,snow_model_42_baseline,day_model_52_baseline,day_model_49_baseline,day_model_42_baseline
Dangerous warning,2228,88.15149910233391,87.56747307001795,85.86198833034113,39.631180430879716,37.880632854578096,46.09453321364454,86.67077648114902,85.90757181328547,77.96212298025137,81.68681328545779,82.7644973070018,78.59031418312391,64.54140035906644,69.79426391382405,62.56763913824058,87.70274685816875,87.52266606822262,85.23237432675046
Regularoty,7545,90.86885354539432,90.50957190192182,89.68783035122597,39.94652352551359,39.78704572564613,41.39156394963551,82.91539827700464,77.95849171636847,69.07915838303512,82.95535984095426,81.85545659377073,78.56914115308152,65.93725911199468,67.47525911199467,58.94073426110007,90.6960477137177,90.28416302186876,89.59472498343271
