images,Original_model_42_noiselevelnight,night1_model_42_noiselevelnight,night2_model_42_noiselevelnight,night3_model_42_noiselevelnight,night4_model_42_noiselevelnight,night5_model_42_noiselevelnight,night6_model_42_noiselevelnight,night7_model_42_noiselevelnight,night8_model_42_noiselevelnight,night9_model_42_noiselevelnight,night10_model_42_noiselevelnight
9773,93.34865445615473,93.03155939834235,92.75544049933491,93.06297145195948,92.77646986595722,92.45889900746954,92.10106517957638,91.61932569323648,91.35390770490126,90.12568914355879,88.71367236263174
