category,images,Original_model_42_noiselevelnight,night1_model_42_noiselevelnight,night2_model_42_noiselevelnight,night3_model_42_noiselevelnight,night4_model_42_noiselevelnight,night5_model_42_noiselevelnight,night6_model_42_noiselevelnight,night7_model_42_noiselevelnight,night8_model_42_noiselevelnight,night9_model_42_noiselevelnight,night10_model_42_noiselevelnight
Dangerous warning,2228,90.57375673249551,90.39581238779174,90.07976660682225,90.21615350089766,90.17091113105926,89.76681328545781,89.63172351885098,89.3621813285458,89.22789048473967,88.64554757630161,87.25423249551167
Regularoty,7545,94.16806759443341,93.8098820410868,93.54555334658716,93.90362226640158,93.54587806494366,93.25385818422795,92.83024917163684,92.28584890656064,91.9817097415507,90.56276739562624,89.14463750828364
