category,sub-category,images,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42
Dangerous warning,Dangerous warning,2228,90.57375673249551,90.39581238779174,90.07976660682225,90.21615350089766,90.17091113105926,89.76681328545781,89.63172351885098,89.3621813285458,89.22789048473967,88.64554757630161,87.25423249551167
Regularoty,Priority ,1041,96.53992315081652,96.25097022094141,96.25463976945245,96.73317963496638,96.54219980787704,96.44644572526417,96.44618635926993,96.06073967339098,95.5831027857829,93.84960614793468,92.41007684918348
Regularoty,Prohibitory,3957,94.2640990649482,93.80795299469294,93.4802602982057,94.11250442254232,93.73283295425827,93.50574677786199,93.3293808440738,92.77246651503665,92.64592367955522,91.68539044730856,90.19410411928229
Regularoty,Mandatory,1203,95.09460515378223,94.84472152950956,94.5960016625104,94.26355777223608,94.09804655029095,94.01443059019118,93.26538653366583,93.43267664172902,92.51837073981712,90.77233582709891,90.27377389858685
Regularoty,Special regulations,1344,91.21886904761904,90.99853422619049,90.6992113095238,90.77481398809523,90.18039434523808,89.35863839285713,88.17048363095236,86.90278273809524,86.75630208333332,84.5241294642857,82.5148660714286
