category,images,Original_model_52_ideallevel,Original_model_49_ideallevel,Original_model_42_ideallevel,fogmild_model_52_ideallevel,fogmild_model_49_ideallevel,fogmild_model_42_ideallevel,fogmedium_model_52_ideallevel,fogmedium_model_49_ideallevel,fogmedium_model_42_ideallevel,fogheavy_model_52_ideallevel,fogheavy_model_49_ideallevel,fogheavy_model_42_ideallevel,rainmild_model_52_ideallevel,rainmild_model_49_ideallevel,rainmild_model_42_ideallevel,rainmedium_model_52_ideallevel,rainmedium_model_49_ideallevel,rainmedium_model_42_ideallevel,rainheavy_model_52_ideallevel,rainheavy_model_49_ideallevel,rainheavy_model_42_ideallevel,snowmild_model_52_ideallevel,snowmild_model_49_ideallevel,snowmild_model_42_ideallevel,snowmedium_model_52_ideallevel,snowmedium_model_49_ideallevel,snowmedium_model_42_ideallevel,snowheavy_model_52_ideallevel,snowheavy_model_49_ideallevel,snowheavy_model_42_ideallevel,nightmild_model_52_ideallevel,nightmild_model_49_ideallevel,nightmild_model_42_ideallevel,nightmedium_model_52_ideallevel,nightmedium_model_49_ideallevel,nightmedium_model_42_ideallevel,nightheavy_model_52_ideallevel,nightheavy_model_49_ideallevel,nightheavy_model_42_ideallevel
Dangerous warning,2228,87.5673249551167,85.11669658886895,85.11669658886895,70.32989228007182,73.22087522441652,66.44973070017953,56.06822262118493,60.91836175942549,63.31687612208259,9.566876122082585,11.90855026929982,2.9174147217235196,85.11669658886895,85.11669658886895,85.11669658886895,85.11669658886895,85.11669658886895,82.55834829443447,78.09694793536805,80.31418312387792,82.69299820466787,51.306602333931785,53.60587522441651,46.13678186714542,24.875561041292638,32.2249775583483,33.75274236983842,31.49837971274686,24.154959605026928,15.16983393177738,85.11669658886895,85.11669658886895,85.11669658886895,85.11669658886895,87.5673249551167,85.11669658886895,87.5673249551167,87.5673249551167,85.11669658886895
Regularoty,7545,84.73441484426772,86.13504042412194,85.32207024519549,73.72820543406229,72.56078064943672,79.20772564612327,62.621430086149765,72.85891451292248,70.0589662027833,9.245593108018557,6.005815772034459,6.939228628230616,86.11847316103379,86.25113585155731,84.60938104705103,84.2616169648774,83.19628098078196,83.65107223326707,84.04417495029821,83.8749688535454,81.36103644797879,47.75947249834327,61.053427435387675,51.27115838303513,37.53437243207423,44.797428760768724,31.316781974817758,22.80623194168323,23.02146587143804,19.119677932405562,85.40866799204771,85.46482173624916,85.30005036447979,84.04379854208086,84.76685752153743,84.52771901921803,81.91148310139165,83.24902319416832,82.28295294897283
