images,Original_model_52_ideallevel,Original_model_49_ideallevel,Original_model_42_ideallevel,fogmild_model_52_ideallevel,fogmild_model_49_ideallevel,fogmild_model_42_ideallevel,fogmedium_model_52_ideallevel,fogmedium_model_49_ideallevel,fogmedium_model_42_ideallevel,fogheavy_model_52_ideallevel,fogheavy_model_49_ideallevel,fogheavy_model_42_ideallevel,rainmild_model_52_ideallevel,rainmild_model_49_ideallevel,rainmild_model_42_ideallevel,rainmedium_model_52_ideallevel,rainmedium_model_49_ideallevel,rainmedium_model_42_ideallevel,rainheavy_model_52_ideallevel,rainheavy_model_49_ideallevel,rainheavy_model_42_ideallevel,snowmild_model_52_ideallevel,snowmild_model_49_ideallevel,snowmild_model_42_ideallevel,snowmedium_model_52_ideallevel,snowmedium_model_49_ideallevel,snowmedium_model_42_ideallevel,snowheavy_model_52_ideallevel,snowheavy_model_49_ideallevel,snowheavy_model_42_ideallevel,nightmild_model_52_ideallevel,nightmild_model_49_ideallevel,nightmild_model_42_ideallevel,nightmedium_model_52_ideallevel,nightmedium_model_49_ideallevel,nightmedium_model_42_ideallevel,nightheavy_model_52_ideallevel,nightheavy_model_49_ideallevel,nightheavy_model_42_ideallevel
9773,85.38024762099661,85.90288345441522,85.27525017906477,72.9534748797708,72.7112657321191,76.29922132405606,61.127462396398236,70.13676660186228,68.52193799242812,9.318837613834035,7.3514918653432915,6.022355469149698,85.89009311368055,85.99251202292028,84.72503632456771,84.45655377059245,83.63408779289881,83.4019584569733,82.68835567379514,83.06319860841094,81.66469047375422,48.56812954057096,59.35557147242402,50.10064872608208,34.64847948429347,41.9312237798015,31.872120126880183,24.787824618847846,23.27987414304717,18.21921211501074,85.34210580169857,85.3854578941983,85.2582502813875,84.28839250997648,85.4052941778369,84.66199120024558,83.200873836079,84.23348818172516,82.92897574951398
