category,images,Original_model_42_noiselevelfog,fog1_model_42_noiselevelfog,fog2_model_42_noiselevelfog,fog3_model_42_noiselevelfog,fog4_model_42_noiselevelfog,fog5_model_42_noiselevelfog,fog6_model_42_noiselevelfog,fog7_model_42_noiselevelfog,fog8_model_42_noiselevelfog,fog9_model_42_noiselevelfog,fog10_model_42_noiselevelfog
Dangerous warning,2228,91.47291292639137,88.86845601436268,87.11860412926391,85.54706912028726,82.360960502693,78.14152603231597,70.28599192100539,57.49469928186714,37.253128366247765,14.408788150807899,0.4939003590664274
Regularoty,7545,93.62447978793902,91.172648111332,90.16530947647448,88.03180649436713,85.0906229290921,81.23275546719682,75.54751225977466,65.9649834327369,49.741680583167664,27.19734128561962,2.7036540755467198
