class,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42,images
86,93.82,93.82,93.82,89.89,89.89,87.64,79.21,69.1,60.67,34.27,5.62,178
87,80.38,76.58,77.22,70.89,65.19,63.92,54.43,42.41,22.78,10.76,0.0,158
88,75.0,67.86,67.86,64.29,60.71,57.14,57.14,46.43,42.86,32.14,14.29,28
89,50.0,75.0,37.5,25.0,25.0,50.0,0.0,12.5,12.5,0.0,0.0,8
90,97.57,97.9,97.73,97.41,96.28,95.79,92.56,90.94,86.25,67.64,4.37,618
91,89.83,86.44,88.14,83.05,76.27,67.8,66.1,45.76,22.03,18.64,11.86,59
92,0.0,8.33,16.67,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,12
93,67.24,62.07,65.52,48.28,51.72,20.69,20.69,17.24,8.62,0.0,0.0,58
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
95,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,3
96,42.86,57.14,28.57,42.86,57.14,57.14,42.86,28.57,14.29,0.0,0.0,7
97,85.71,77.78,82.54,79.37,79.37,71.43,69.84,52.38,36.51,6.35,1.59,63
98,100.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
99,78.95,78.95,78.95,73.68,73.68,68.42,47.37,26.32,21.05,0.0,0.0,19
100,66.67,66.67,66.67,16.67,33.33,33.33,16.67,16.67,0.0,0.0,0.0,6
101,100.0,100.0,100.0,100.0,100.0,100.0,60.0,60.0,0.0,0.0,0.0,5
102,96.0,96.0,84.0,88.0,72.0,64.0,44.0,36.0,12.0,0.0,0.0,25
