images,Original_model_42_noiselevelfog,fog1_model_42_noiselevelfog,fog2_model_42_noiselevelfog,fog3_model_42_noiselevelfog,fog4_model_42_noiselevelfog,fog5_model_42_noiselevelfog,fog6_model_42_noiselevelfog,fog7_model_42_noiselevelfog,fog8_model_42_noiselevelfog,fog9_model_42_noiselevelfog,fog10_model_42_noiselevelfog
9773,93.13397626112759,90.64734984139979,89.47073672362632,87.46534840888161,84.46832804665917,80.52803233398139,74.34801698557247,64.03397012176403,46.89460247620997,24.28187045942904,2.1998853985470173
