category,sub-category,images,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42
Dangerous warning,Dangerous warning,2228,91.65121184919208,91.1128500897666,91.15908438061041,91.38420107719928,90.97877917414722,90.97899012567325,90.71132854578096,90.44096050269299,90.66434919210053,89.8576436265709,88.68936265709156
Regularoty,Priority ,1041,96.34838616714698,95.77208453410182,96.34757925072047,95.96655139289145,96.06017291066283,95.86877041306437,95.58122958693565,95.77409221902018,95.198088376561,92.31543707973103,90.10675312199808
Regularoty,Prohibitory,3957,93.85780136467021,93.93572908769272,93.96113975233764,94.03541571897904,93.7323275208491,93.0760272934041,92.29184735911045,91.71042961839778,90.82731867576447,90.043260045489,88.95513520343692
Regularoty,Mandatory,1203,94.59714048212803,94.34775561097257,94.51386533665837,94.42924355777225,94.18134663341648,93.76509559434747,93.18317539484624,93.26602660016626,92.6010390689942,91.52208645054031,89.85836242726518
Regularoty,Special regulations,1344,89.88061755952383,88.83752232142858,88.98682291666668,88.99014880952382,88.02049107142861,88.09709077380955,87.12959821428574,85.63787202380952,85.19436755952383,82.51549851190477,79.76113839285715
