images,Original_model_42_noiselevelnight,night1_model_42_noiselevelnight,night2_model_42_noiselevelnight,night3_model_42_noiselevelnight,night4_model_42_noiselevelnight,night5_model_42_noiselevelnight,night6_model_42_noiselevelnight,night7_model_42_noiselevelnight,night8_model_42_noiselevelnight,night9_model_42_noiselevelnight,night10_model_42_noiselevelnight
9773,93.1641051877622,92.83739179371739,92.96050035812955,92.99134963675434,92.62231454005936,92.29554077560627,91.68170265015861,91.21025171390565,90.69941266755346,89.38977591323032,87.86402128312697
