images,Original_model_42_noise,fognight_model_42_noise,fogsnow_model_42_noise,fograin_model_42_noise,rainnight_model_42_noise,snownight_model_42_noise
9773,92.64341962549881,63.747616903714324,65.13890617006037,72.99757290494219,71.86164432620485,51.19197073570041
