category,images,Original_model_42_ideallevelrain,rain1_model_42_ideallevelrain,rain2_model_42_ideallevelrain,rain3_model_42_ideallevelrain,rain4_model_42_ideallevelrain,rain5_model_42_ideallevelrain,rain6_model_42_ideallevelrain,rain7_model_42_ideallevelrain,rain8_model_42_ideallevelrain,rain9_model_42_ideallevelrain,rain10_model_42_ideallevelrain
Dangerous warning,2228,93.17851436265707,92.99820466786356,92.73039048473967,92.41425044883303,92.6386265709156,91.87548473967684,91.69731597845603,91.06927737881509,90.88854129263912,90.79967235188509,91.42781867145422
Regularoty,7545,95.04300331345262,94.59216037110669,94.59217892644135,94.31403313452617,94.08873426110004,93.63720079522861,93.12122730284956,93.0013638170974,92.76345261762755,92.31332405566602,92.00860304837641
