class,Original_model_42,rain1_model_42,rain2_model_42,rain3_model_42,rain4_model_42,rain5_model_42,rain6_model_42,rain7_model_42,rain8_model_42,rain9_model_42,rain10_model_42,images
0,98.37,98.37,100.0,97.56,97.56,97.56,95.93,97.56,96.75,97.56,94.31,123
1,84.09,81.82,79.55,81.82,81.82,81.82,79.55,77.27,84.09,75.0,77.27,44
2,81.48,83.33,81.48,81.48,77.78,83.33,81.48,81.48,81.48,81.48,75.93,54
3,66.67,71.43,66.67,66.67,71.43,66.67,76.19,71.43,71.43,66.67,66.67,21
4,88.89,77.78,77.78,88.89,88.89,77.78,77.78,66.67,88.89,66.67,66.67,9
5,100.0,85.71,85.71,100.0,100.0,100.0,85.71,85.71,85.71,85.71,85.71,7
6,95.0,95.0,93.33,90.0,93.33,93.33,93.33,93.33,93.33,91.67,95.0,60
7,87.5,87.5,87.5,87.5,82.5,80.0,72.5,77.5,72.5,65.0,82.5,40
8,33.33,33.33,33.33,33.33,0.0,33.33,66.67,33.33,66.67,0.0,66.67,3
9,66.67,66.67,100.0,33.33,100.0,100.0,66.67,66.67,100.0,66.67,66.67,3
10,84.62,76.92,84.62,84.62,84.62,76.92,76.92,76.92,76.92,76.92,76.92,13
11,93.33,95.56,93.33,91.11,95.56,93.33,93.33,88.89,88.89,88.89,91.11,45
12,90.82,89.8,89.8,84.69,87.76,89.8,87.76,87.76,86.73,84.69,83.67,98
13,75.0,75.0,50.0,75.0,75.0,50.0,100.0,50.0,50.0,75.0,50.0,4
14,33.33,33.33,33.33,33.33,0.0,33.33,33.33,33.33,33.33,33.33,0.0,3
15,89.87,89.24,87.34,88.61,87.34,87.97,86.71,87.34,87.34,88.61,86.71,158
16,93.77,92.67,92.31,92.31,93.04,93.77,91.94,91.94,91.58,92.67,89.74,273
17,75.0,76.92,75.0,78.85,76.92,76.92,76.92,76.92,78.85,78.85,78.85,52
18,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,40.0,5
19,88.68,88.68,88.68,89.62,87.74,88.68,89.62,89.62,86.79,88.68,88.68,106
20,96.54,96.97,95.67,96.54,95.67,96.1,96.54,95.24,96.54,96.97,94.37,231
21,92.47,91.4,91.4,92.47,92.47,92.47,91.4,91.4,92.47,91.4,92.47,93
22,83.08,81.54,81.54,81.54,81.54,80.0,83.08,83.08,83.08,83.08,81.54,65
23,94.46,95.38,94.15,96.0,93.85,95.08,94.46,94.46,94.77,93.85,93.23,325
24,55.0,60.0,60.0,55.0,60.0,60.0,60.0,60.0,50.0,60.0,60.0,20
25,66.67,66.67,66.67,66.67,66.67,66.67,66.67,71.43,71.43,66.67,71.43,21
26,86.36,81.82,90.91,86.36,90.91,90.91,90.91,90.91,95.45,86.36,86.36,22
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
28,97.27,96.09,96.09,96.09,96.09,96.09,96.48,94.92,95.31,95.7,96.09,256
29,80.7,78.95,80.7,78.95,75.44,75.44,78.95,75.44,77.19,71.93,75.44,57
30,98.84,98.84,97.91,98.61,98.14,98.14,98.38,98.38,98.61,98.61,97.91,431
31,92.78,93.89,93.89,93.33,93.33,95.0,94.44,92.22,93.89,93.33,92.78,180
32,96.91,96.63,96.35,96.63,96.35,96.35,96.35,96.07,95.51,97.19,96.63,356
33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,18
34,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.24,21
35,97.14,97.14,97.14,97.14,97.14,94.29,91.43,97.14,91.43,91.43,94.29,35
36,100.0,100.0,100.0,99.35,99.35,99.35,98.05,98.7,100.0,98.7,98.05,154
37,92.81,94.24,94.24,94.96,94.24,94.24,95.68,94.24,94.96,94.96,93.53,139
38,100.0,100.0,100.0,100.0,100.0,88.89,100.0,88.89,100.0,100.0,100.0,9
39,84.85,84.85,81.82,81.82,81.82,78.79,84.85,81.82,81.82,81.82,81.82,33
40,82.98,82.98,82.98,82.98,82.98,85.11,82.98,82.98,80.85,85.11,85.11,47
41,92.78,93.81,92.78,92.78,93.81,92.78,93.81,91.75,93.81,93.81,92.78,97
42,94.87,96.15,96.15,94.87,94.87,94.87,93.59,93.59,98.72,94.87,94.87,78
43,98.15,98.15,98.15,98.15,94.44,96.3,96.3,96.3,98.15,94.44,100.0,54
44,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,7
45,99.25,99.25,99.62,99.25,99.62,99.25,98.87,98.87,98.87,98.49,98.87,265
46,96.86,97.25,97.65,96.86,97.25,97.25,97.65,97.65,96.47,97.25,98.04,255
47,81.48,81.48,81.48,77.78,81.48,77.78,74.07,66.67,66.67,74.07,74.07,27
48,90.43,89.51,89.81,88.89,90.12,89.51,88.58,89.2,89.51,89.2,87.65,324
49,87.5,87.5,87.5,89.29,83.93,85.71,91.07,89.29,91.07,92.86,89.29,56
50,95.41,94.2,94.93,93.48,94.44,92.03,92.51,92.51,92.03,92.03,89.61,414
51,93.83,92.18,93.0,90.95,91.77,88.07,87.65,87.24,87.24,88.07,87.65,243
52,96.69,96.49,96.69,96.9,96.28,95.87,95.87,95.87,95.87,95.87,95.25,484
53,90.76,89.08,88.24,87.82,89.08,84.87,88.24,84.03,86.55,86.55,87.39,238
54,43.75,43.75,43.75,43.75,50.0,43.75,37.5,50.0,50.0,37.5,43.75,16
55,93.51,94.37,91.77,93.07,90.04,93.94,91.34,92.64,93.94,90.91,91.34,231
56,62.5,58.33,54.17,62.5,58.33,62.5,62.5,58.33,45.83,62.5,54.17,24
