category,images,Original_model_42_noiselevelnight,night1_model_42_noiselevelnight,night2_model_42_noiselevelnight,night3_model_42_noiselevelnight,night4_model_42_noiselevelnight,night5_model_42_noiselevelnight,night6_model_42_noiselevelnight,night7_model_42_noiselevelnight,night8_model_42_noiselevelnight,night9_model_42_noiselevelnight,night10_model_42_noiselevelnight
Dangerous warning,2228,90.34992818671455,90.34906642728905,89.94560592459605,89.90003141831241,89.67632405745064,89.8103500897666,89.18364452423698,88.64416965888691,88.33085278276481,87.74543087971274,85.90772890484737
Regularoty,7545,93.86372432074222,93.62523127899271,93.71762491716369,93.62520212060969,93.2405778661365,93.05545261762758,92.65739827700463,92.1004453280318,91.18695029821073,89.76903247183566,87.4754446653413
