category,sub-category,images,Original_model_42,snow1_model_42,snow2_model_42,snow3_model_42,snow4_model_42,snow5_model_42,snow6_model_42,snow7_model_42,snow8_model_42,snow9_model_42,snow10_model_42
Dangerous warning,Dangerous warning,2228,93.71613554757629,92.5955430879713,91.38254039497309,89.4523608617594,88.28465888689408,86.22052962298025,84.6497710951526,82.89955565529623,81.68844703770195,79.26408886894077,76.300960502693
Regularoty,Priority ,1041,97.11794428434197,96.82960614793468,96.73212295869357,95.00556195965417,93.4654562920269,92.8887512007685,90.96826128722383,89.71805955811722,87.03342939481267,86.16863592699329,83.76628242074928
Regularoty,Prohibitory,3957,95.60276472074806,94.69354308819814,92.62220621683096,90.19564316401313,87.5410336113217,85.08941369724539,81.65275966641394,79.27682082385645,77.20541066464493,73.74395248925953,72.7580995703816
Regularoty,Mandatory,1203,95.594289276808,95.09487115544472,94.01474646716542,92.9338071487947,91.27316708229428,89.69135494596844,88.11364089775563,85.28711554447216,84.2890191188695,80.38157938487116,77.38911055694099
Regularoty,Special regulations,1344,91.89095982142858,90.62528273809524,89.35988095238096,87.94702380952383,85.41584821428572,84.45122023809526,82.66387648809523,78.49523065476191,77.30619791666665,76.4149330357143,74.5510119047619
