category,images,Original_model_42_ideallevelsnow,snow1_model_42_ideallevelsnow,snow2_model_42_ideallevelsnow,snow3_model_42_ideallevelsnow,snow4_model_42_ideallevelsnow,snow5_model_42_ideallevelsnow,snow6_model_42_ideallevelsnow,snow7_model_42_ideallevelsnow,snow8_model_42_ideallevelsnow,snow9_model_42_ideallevelsnow,snow10_model_42_ideallevelsnow
Dangerous warning,2228,93.71613554757629,92.5955430879713,91.38254039497309,89.4523608617594,88.28465888689408,86.22052962298025,84.6497710951526,82.89955565529623,81.68844703770195,79.26408886894077,76.300960502693
Regularoty,7545,95.14927766732937,94.32756527501658,92.83016964877403,90.89531080185553,88.57494102054339,86.78557190192181,84.14829555997349,81.53649701789266,79.70879125248509,76.99232339297546,75.33467992047714
