images,Original_model_42_ideallevelsnow,snow1_model_42_ideallevelsnow,snow2_model_42_ideallevelsnow,snow3_model_42_ideallevelsnow,snow4_model_42_ideallevelsnow,snow5_model_42_ideallevelsnow,snow6_model_42_ideallevelsnow,snow7_model_42_ideallevelsnow,snow8_model_42_ideallevelsnow,snow9_model_42_ideallevelsnow,snow10_model_42_ideallevelsnow
9773,94.82255704491968,93.93270745932674,92.50014632149801,90.56635424127698,88.50876394147139,86.65675636958969,84.26261946178246,81.84724035608309,80.16010334595313,77.51022920290596,75.55496776834136
