class,filters,error
46,Original,98.04
90,Original,98.54
50,Original,96.38
76,Original,94.44
23,Original,97.85
32,Original,99.16
60,Original,98.41
63,Original,95.11
30,Original,97.68
78,Original,96.95
37,Original,95.68
51,Original,97.94
20,Original,97.84
31,Original,91.67
86,Original,91.57
28,Original,97.66
67,Original,99.44
52,Original,98.97
55,Original,95.67
82,Original,100.0
0,Original,98.37
66,Original,90.77
36,Original,100.0
12,Original,95.92
48,Original,92.28
93,Original,74.14
53,Original,91.6
16,Original,94.14
75,Original,88.24
21,Original,93.55
15,Original,94.3
40,Original,95.74
45,Original,99.62
49,Original,89.29
83,Original,94.87
39,Original,93.94
42,Original,97.44
54,Original,43.75
43,Original,92.59
27,Original,11.76
74,Original,97.57
70,Original,100.0
19,Original,96.23
79,Original,90.29
47,Original,92.59
57,Original,96.94
41,Original,96.91
77,Original,89.86
5,Original,71.43
91,Original,88.14
29,Original,92.98
22,Original,80.0
87,Original,73.42
72,Original,97.67
97,Original,96.83
99,Original,84.21
61,Original,94.64
71,Original,100.0
56,Original,70.83
89,Original,62.5
7,Original,82.5
81,Original,88.89
35,Original,94.29
2,Original,96.3
73,Original,97.96
100,Original,83.33
62,Original,93.94
10,Original,92.31
11,Original,100.0
68,Original,94.44
33,Original,83.33
92,Original,0.0
6,Original,90.0
25,Original,100.0
96,Original,71.43
13,Original,50.0
1,Original,93.18
88,Original,89.29
4,Original,88.89
26,Original,95.45
24,Original,85.0
34,Original,100.0
44,Original,71.43
3,Original,66.67
17,Original,86.54
102,Original,96.0
85,Original,44.44
69,Original,90.91
14,Original,0.0
58,Original,91.67
64,Original,45.45
59,Original,100.0
18,Original,80.0
9,Original,66.67
101,Original,100.0
80,Original,100.0
65,Original,55.56
38,Original,66.67
84,Original,0.0
8,Original,66.67
95,Original,0.0
98,Original,100.0
94,Original,0.0
