images,Original_model_42_ideallevelrain,rain1_model_42_ideallevelrain,rain2_model_42_ideallevelrain,rain3_model_42_ideallevelrain,rain4_model_42_ideallevelrain,rain5_model_42_ideallevelrain,rain6_model_42_ideallevelrain,rain7_model_42_ideallevelrain,rain8_model_42_ideallevelrain,rain9_model_42_ideallevelrain,rain10_model_42_ideallevelrain
9773,94.48497902384119,94.21977591323034,93.85102118080425,93.49261536887342,93.17493502506906,93.0003898495856,92.69400081858181,92.35602578532692,92.09022510999695,91.62021897063339,91.0773539343088
