category,images,Original_model_42_ideal,fognight_model_42_ideal,fogsnow_model_42_ideal,fograin_model_42_ideal,rainnight_model_42_ideal,snownight_model_42_ideal
Dangerous warning,2228,92.95334829443446,41.24704219030521,31.239748653500897,40.8885143626571,63.373236086175936,25.716822262118495
Regularoty,7545,94.8297773359841,38.86099271040424,32.27339562624255,43.10215904572564,60.94056858846919,23.35384095427436
