category,sub-category,images,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42
Dangerous warning,Dangerous warning,2228,92.95334829443446,41.24704219030521,31.239748653500897,40.8885143626571,63.373236086175936,25.716822262118495
Regularoty,Priority ,1041,97.4997214217099,53.89190201729106,45.4374255523535,57.541844380403454,69.16331412103747,27.185485110470704
Regularoty,Prohibitory,3957,95.24811726055093,35.53308567096285,27.420166793025025,37.85853424311347,59.185701288855185,22.088271417740714
Regularoty,Mandatory,1203,95.1770573566085,37.90707398171238,35.90975893599335,46.633025768911054,65.66827930174564,26.516783042394014
Regularoty,Special regulations,1344,91.21924107142857,37.87060267857144,33.111138392857136,44.19566964285715,55.5065625,21.28099702380953
