images,Original_model_42_ideal,fognight_model_42_ideal,fogsnow_model_42_ideal,fograin_model_42_ideal,rainnight_model_42_ideal,snownight_model_42_ideal
9773,94.4019983628364,39.40495241993247,32.037749923257955,42.59750332548859,61.495156042156964,23.892541696510797
