category,images,Original_model_42_ideallevelsnow,snow1_model_42_ideallevelsnow,snow2_model_42_ideallevelsnow,snow3_model_42_ideallevelsnow,snow4_model_42_ideallevelsnow,snow5_model_42_ideallevelsnow,snow6_model_42_ideallevelsnow,snow7_model_42_ideallevelsnow,snow8_model_42_ideallevelsnow,snow9_model_42_ideallevelsnow,snow10_model_42_ideallevelsnow
Dangerous warning,2228,93.76170107719928,92.86490574506283,90.7993132854578,89.09231597845601,87.29973518850987,86.1763958707361,83.43873877917414,81.68842459605028,80.02630161579891,77.55976211849193,76.03185368043088
Regularoty,7545,94.61845725646121,93.59759575878067,92.04696487740227,90.61713850231942,89.09227302849571,86.42744996686548,84.64004506295562,82.30556925115971,79.78681510934396,78.37014579191518,75.65423194168324
