category,images,Original_model_42_noiselevelsnow,snow1_model_42_noiselevelsnow,snow2_model_42_noiselevelsnow,snow3_model_42_noiselevelsnow,snow4_model_42_noiselevelsnow,snow5_model_42_noiselevelsnow,snow6_model_42_noiselevelsnow,snow7_model_42_noiselevelsnow,snow8_model_42_noiselevelsnow,snow9_model_42_noiselevelsnow,snow10_model_42_noiselevelsnow
Dangerous warning,2228,90.2148788150808,89.58631508078996,90.0361220825853,89.49694793536804,88.37519299820467,87.07518850987434,85.72750448833035,85.18819569120288,84.19982944344704,83.16870736086175,82.49630610412926
Regularoty,7545,94.03697415506956,93.70456461232605,92.6965009940358,92.18052617627569,91.47781842279656,91.1990536779324,90.2318820410868,89.09163021868787,88.62867859509609,87.62188336646787,86.24195096090126
