images,Original_model_42_noiselevelsnow,snow1_model_42_noiselevelsnow,snow2_model_42_noiselevelsnow,snow3_model_42_noiselevelsnow,snow4_model_42_noiselevelsnow,snow5_model_42_noiselevelsnow,snow6_model_42_noiselevelsnow,snow7_model_42_noiselevelsnow,snow8_model_42_noiselevelsnow,snow9_model_42_noiselevelsnow,snow10_model_42_noiselevelsnow
9773,93.16563184283227,92.7657065384222,92.09000102322727,91.5687373375627,90.77049728844777,90.25891537910569,89.2049964187046,88.20174460247621,87.61901156246802,86.60667041849996,85.38803745011768
