category,images,Original_model_42_ideallevelrain,rain1_model_42_ideallevelrain,rain2_model_42_ideallevelrain,rain3_model_42_ideallevelrain,rain4_model_42_ideallevelrain,rain5_model_42_ideallevelrain,rain6_model_42_ideallevelrain,rain7_model_42_ideallevelrain,rain8_model_42_ideallevelrain,rain9_model_42_ideallevelrain,rain10_model_42_ideallevelrain
Dangerous warning,2228,92.72820466786355,92.64006283662476,92.23636894075402,92.23522441651704,91.65039048473969,90.9792280071813,91.20315080789946,90.7094524236984,90.71040843806105,90.21595152603231,89.63184021543985
Regularoty,7545,94.57888800530152,94.30107620941021,93.98234857521538,93.49311199469848,93.55905235255135,93.0281776010603,92.7104161696488,92.47211398277005,92.43206891981444,92.14184625579857,91.46462690523526
