category,sub-category,images,Original_model_42,snow1_model_42,snow2_model_42,snow3_model_42,snow4_model_42,snow5_model_42,snow6_model_42,snow7_model_42,snow8_model_42,snow9_model_42,snow10_model_42
Dangerous warning,Dangerous warning,2228,90.21679982046679,89.94658886894075,89.31804308797126,88.28443447037702,87.38848294434469,86.89324506283663,86.48991921005386,84.96456912028724,83.6173788150808,81.73341561938958,80.92465439856373
Regularoty,Priority ,1041,96.63772334293948,96.54104707012489,95.29169068203652,95.48767531219981,95.7739865513929,94.2369548511047,94.23510086455332,93.85306436119116,92.6002209414025,92.98911623439002,92.12239193083575
Regularoty,Prohibitory,3957,93.55501895375285,92.89955016426585,92.14014152135455,90.97876674248168,90.29564821834722,88.98178923426838,87.6932322466515,86.45432398281527,85.36772554965883,83.69991407632043,82.10763457164518
Regularoty,Mandatory,1203,94.2632003325021,93.76551122194515,94.09844555278471,92.84958437240233,92.9336990856193,93.34875311720698,91.60580216126351,92.35093931837073,90.77270157938489,90.02481296758106,88.27977556109725
Regularoty,Special regulations,1344,88.69007440476192,87.50029017857143,87.72186011904763,87.57508184523809,86.82895833333335,87.34963541666669,86.23461309523809,86.23455357142858,85.11825148809523,84.52578125,83.40613095238096
