category,images,Original_model_42_noiselevelsnow,snow1_model_42_noiselevelsnow,snow2_model_42_noiselevelsnow,snow3_model_42_noiselevelsnow,snow4_model_42_noiselevelsnow,snow5_model_42_noiselevelsnow,snow6_model_42_noiselevelsnow,snow7_model_42_noiselevelsnow,snow8_model_42_noiselevelsnow,snow9_model_42_noiselevelsnow,snow10_model_42_noiselevelsnow
Dangerous warning,2228,90.21679982046679,89.94658886894075,89.31804308797126,88.28443447037702,87.38848294434469,86.89324506283663,86.48991921005386,84.96456912028724,83.6173788150808,81.73341561938958,80.92465439856373
Regularoty,7545,93.22666269052353,92.57827037773359,92.10017229953611,91.29285752153746,90.8546003976143,90.11240159045725,88.95983565275017,88.37617229953611,87.18295692511596,86.13714115308149,84.70480185553346
